Price	Age_08_04	KM	HP	Met_Color	Automatic	CC	Doors	Quarterly_Tax	Weight	Fuel_Type_CNG	Fuel_Type_Diesel	Fuel_Type_Petrol	Fuel_Type
9000	48	119742	110	1	0	1600	5	85	1080	0	0	1	Petrol
9950	53	117913	69	1	0	1900	5	64	1110	0	1	0	Diesel
12450	47	117430	90	1	0	2000	3	210	1165	0	1	0	Diesel
10500	55	117175	110	1	0	1600	4	69	1035	0	0	1	Petrol
10750	54	115558	110	1	0	1600	4	69	1035	0	0	1	Petrol
8950	53	115113	97	1	0	1400	3	69	1025	0	0	1	Petrol
10500	54	115046	69	1	0	1900	5	185	1140	0	1	0	Diesel
5150	56	113997	72	1	0	2000	5	64	1135	0	1	0	Diesel
10950	49	107859	97	0	0	1400	5	85	1060	0	0	1	Petrol
9450	52	104805	97	1	0	1400	3	69	1025	0	0	1	Petrol
9950	54	103454	110	1	0	1600	5	85	1075	0	0	1	Petrol
10950	51	103018	69	0	0	1900	5	185	1140	0	1	0	Diesel
11900	47	102352	110	1	0	1600	5	85	1080	0	0	1	Petrol
9950	50	102030	97	1	0	1400	5	85	1060	0	0	1	Petrol
11950	54	101352	110	0	0	1600	5	85	1080	0	0	1	Petrol
7900	50	99865	110	1	0	1600	4	69	1035	0	0	1	Petrol
10950	52	99323	110	1	0	1600	3	85	1055	0	0	1	Petrol
8950	48	98100	69	1	0	1900	5	185	1140	0	1	0	Diesel
11950	51	98040	110	0	0	1600	5	85	1080	0	0	1	Petrol
10900	49	97600	110	1	0	1600	3	69	1045	0	0	1	Petrol
9950	55	97234	110	0	0	1600	5	85	1080	0	0	1	Petrol
9950	51	96135	72	0	0	2000	3	185	1115	0	1	0	Diesel
10950	54	96100	110	1	0	1600	5	85	1080	0	0	1	Petrol
8950	55	94401	72	0	0	2000	3	185	1115	0	1	0	Diesel
8950	55	94122	86	1	0	1300	3	69	1015	0	0	1	Petrol
10500	49	91340	110	1	0	1600	3	85	1055	0	0	1	Petrol
8950	53	90200	97	0	0	1400	3	69	1025	0	0	1	Petrol
9250	53	90097	69	1	0	1900	5	185	1140	0	1	0	Diesel
11500	48	89049	97	1	0	1400	5	85	1060	0	0	1	Petrol
9750	52	89000	110	0	0	1600	5	85	1075	0	0	1	Petrol
9950	45	87274	110	1	0	1600	3	69	1040	0	0	1	Petrol
11450	49	86221	110	0	0	1600	3	69	1045	0	0	1	Petrol
12500	54	84598	110	0	0	1600	5	19	1075	0	0	1	Petrol
10500	50	83567	110	0	0	1600	5	85	1075	0	0	1	Petrol
12950	50	83106	110	1	0	1600	5	85	1075	0	0	1	Petrol
12200	50	82805	110	1	0	1600	3	69	1040	0	0	1	Petrol
10950	50	82735	97	1	0	1400	3	69	1030	0	0	1	Petrol
10950	54	81905	110	1	0	1600	5	19	1105	0	0	1	Petrol
11290	49	80320	110	1	1	1600	3	85	1070	0	0	1	Petrol
10750	49	80090	97	1	0	1400	3	69	1030	0	0	1	Petrol
10895	53	79800	110	0	0	1600	5	85	1075	0	0	1	Petrol
11500	47	78785	110	1	0	1600	5	197	1119	1	0	0	CNG
9750	48	78600	110	1	0	1600	5	85	1075	0	0	1	Petrol
10250	55	77780	110	0	0	1600	3	69	1040	0	0	1	Petrol
12500	49	77648	110	0	0	1600	4	69	1030	0	0	1	Petrol
11950	54	77270	110	1	0	1600	4	69	1035	0	0	1	Petrol
10750	50	76167	97	1	0	1400	5	85	1060	0	0	1	Petrol
11450	46	75249	110	1	0	1600	4	69	1035	0	0	1	Petrol
11950	54	75231	110	1	0	1600	5	85	1080	0	0	1	Petrol
11750	48	75045	110	1	0	1600	3	85	1055	0	0	1	Petrol
10950	50	74849	110	1	1	1600	4	85	1060	0	0	1	Petrol
11950	55	74715	110	1	0	1600	5	85	1080	0	0	1	Petrol
10995	49	74656	69	0	0	1900	3	185	1105	0	1	0	Diesel
11450	56	74500	97	0	0	1400	3	69	1025	0	0	1	Petrol
8900	49	74494	110	1	0	1600	5	85	1075	0	0	1	Petrol
10500	50	73634	110	0	0	1587	5	85	1075	0	0	1	Petrol
11750	47	73403	110	1	0	1600	5	85	1075	0	0	1	Petrol
11450	49	73175	97	1	0	1400	3	69	1030	0	0	1	Petrol
12000	52	73000	110	0	0	1600	3	85	1055	0	0	1	Petrol
11950	50	72242	110	0	1	1600	3	85	1070	0	0	1	Petrol
9850	53	72000	97	1	0	1400	3	69	1025	0	0	1	Petrol
10950	54	71725	110	1	0	1600	4	69	1035	0	0	1	Petrol
10950	54	71276	110	0	0	1600	5	85	1080	0	0	1	Petrol
8695	50	70440	69	1	0	1900	3	185	1105	0	1	0	Diesel
10990	53	70239	110	0	0	1600	3	69	1040	0	0	1	Petrol
9500	55	69813	97	1	0	1400	3	69	1025	0	0	1	Petrol
11950	49	69659	86	0	0	1300	3	69	1025	0	0	1	Petrol
10750	46	69574	97	0	0	1400	5	85	1065	0	0	1	Petrol
8750	47	69000	69	1	0	1900	5	185	1140	0	1	0	Diesel
8750	49	68565	110	1	0	1600	4	69	1030	0	0	1	Petrol
11450	55	68520	72	1	0	2000	3	185	1115	0	1	0	Diesel
9950	46	68414	97	0	0	1400	3	69	1025	0	0	1	Petrol
11950	56	66777	110	0	0	1600	5	85	1090	0	0	1	Petrol
13950	52	66527	110	1	0	1600	5	85	1080	0	0	1	Petrol
11250	54	66063	110	1	0	1600	5	85	1090	0	0	1	Petrol
10900	50	65471	97	1	0	1400	5	85	1060	0	0	1	Petrol
9750	56	65400	97	1	0	1400	3	69	1025	0	0	1	Petrol
9950	52	65170	97	1	0	1400	3	69	1025	0	0	1	Petrol
11950	56	65000	110	1	0	1600	5	19	1075	0	0	1	Petrol
10450	48	64193	110	1	0	1600	3	69	1040	0	0	1	Petrol
8950	54	64000	97	1	0	1400	3	69	1025	0	0	1	Petrol
10250	54	63792	110	1	0	1600	5	85	1075	0	0	1	Petrol
9930	53	63635	110	1	0	1600	4	69	1035	0	0	1	Petrol
10500	54	63135	110	1	0	1600	3	69	1050	0	0	1	Petrol
11950	54	63123	110	1	0	1600	4	69	1035	0	0	1	Petrol
11500	48	63000	69	1	0	1900	5	185	1140	0	1	0	Diesel
11500	55	63000	110	0	0	1600	4	69	1035	0	0	1	Petrol
11450	54	62987	110	0	0	1600	5	85	1080	0	0	1	Petrol
9900	56	62751	110	0	0	1600	3	69	1050	0	0	1	Petrol
9500	54	62519	97	0	0	1400	3	69	1025	0	0	1	Petrol
10500	50	62280	97	1	0	1400	5	85	1060	0	0	1	Petrol
10750	50	61672	110	0	0	1600	5	85	1075	0	0	1	Petrol
8950	54	61000	69	0	0	2000	5	185	1140	0	1	0	Diesel
12000	56	61000	110	1	0	1600	3	69	1050	0	0	1	Petrol
9940	53	60558	110	1	0	1600	4	19	1105	0	0	1	Petrol
10950	47	60348	110	0	0	1600	4	69	1030	0	0	1	Petrol
10750	54	60239	110	1	0	1600	5	85	1075	0	0	1	Petrol
9799	51	59000	97	1	0	1400	3	69	1025	0	0	1	Petrol
11750	51	58761	97	0	0	1300	5	85	1060	0	0	1	Petrol
11950	54	58745	110	1	0	1600	4	69	1035	0	0	1	Petrol
11250	52	58596	110	1	0	1600	3	69	1045	0	0	1	Petrol
11750	54	58530	110	0	0	1600	5	85	1075	0	0	1	Petrol
10950	55	58377	110	1	0	1600	3	69	1050	0	0	1	Petrol
11250	56	58142	110	1	0	1600	5	85	1080	0	0	1	Petrol
9950	53	57948	97	1	0	1400	3	69	1025	0	0	1	Petrol
9700	51	57645	110	0	0	1600	5	85	1080	0	0	1	Petrol
11950	47	57500	110	1	0	1600	4	19	1105	0	0	1	Petrol
9900	53	57475	110	0	0	1600	3	69	1040	0	0	1	Petrol
9990	55	56743	110	0	0	1600	3	69	1045	0	0	1	Petrol
9475	48	56675	97	1	0	1400	3	69	1025	0	0	1	Petrol
11500	54	55877	110	1	0	1600	5	85	1075	0	0	1	Petrol
11950	53	55500	110	1	0	1600	4	69	1035	0	0	1	Petrol
11500	55	54900	97	1	0	1400	5	85	1060	0	0	1	Petrol
10500	50	54465	110	0	0	1600	5	85	1075	0	0	1	Petrol
10900	46	53700	97	1	0	1400	5	85	1060	0	0	1	Petrol
11700	52	53561	97	1	0	1400	5	85	1060	0	0	1	Petrol
11900	51	53408	110	1	0	1600	5	85	1080	0	0	1	Petrol
13950	51	53268	110	1	0	1600	5	85	1080	0	0	1	Petrol
10950	49	53116	97	1	0	1400	3	69	1025	0	0	1	Petrol
10500	56	52448	97	0	0	1400	3	69	1025	0	0	1	Petrol
10750	55	52149	97	1	0	1400	3	19	1085	0	0	1	Petrol
11950	55	52141	110	1	0	1600	5	85	1070	0	0	1	Petrol
10000	56	52000	97	0	0	1400	3	69	1025	0	0	1	Petrol
10495	48	50967	97	1	0	1400	5	85	1060	0	0	1	Petrol
11450	50	50400	110	0	0	1600	5	85	1080	0	0	1	Petrol
9400	54	50000	97	1	0	1400	3	69	1025	0	0	1	Petrol
11950	51	50000	86	1	0	1300	5	69	1045	0	0	1	Petrol
9650	53	49969	110	0	0	1600	5	85	1075	0	0	1	Petrol
18950	49	49568	110	1	0	1600	3	19	1105	0	0	1	Petrol
11450	51	49473	110	0	0	1600	3	85	1055	0	0	1	Petrol
10250	52	49432	110	1	0	1600	3	69	1050	0	0	1	Petrol
11450	48	49417	110	1	0	1600	3	69	1045	0	0	1	Petrol
9950	54	49366	97	1	0	1400	3	69	1025	0	0	1	Petrol
10500	56	48731	110	1	0	1600	3	85	1055	0	0	1	Petrol
13750	54	48370	110	1	0	1600	5	85	1080	0	0	1	Petrol
9950	48	48071	97	0	0	1400	3	69	1025	0	0	1	Petrol
10250	54	47852	110	1	0	1600	4	69	1030	0	0	1	Petrol
10850	54	47768	110	0	0	1600	3	85	1055	0	0	1	Petrol
11895	52	47689	110	0	0	1600	5	85	1075	0	0	1	Petrol
12950	53	47451	110	1	0	1600	3	85	1055	0	0	1	Petrol
11950	50	47219	110	1	0	1600	5	85	1080	0	0	1	Petrol
10750	56	47211	110	1	0	1600	5	85	1070	0	0	1	Petrol
9550	54	46856	97	0	0	1400	5	85	1060	0	0	1	Petrol
10950	56	46500	86	0	0	1300	5	69	1035	0	0	1	Petrol
11750	52	46449	110	1	0	1600	4	69	1035	0	0	1	Petrol
10950	47	46391	110	0	0	1600	5	85	1075	0	0	1	Petrol
12450	54	46230	110	1	0	1600	3	85	1055	0	0	1	Petrol
10500	52	46029	110	1	0	1600	4	69	1030	0	0	1	Petrol
10900	50	46000	97	0	0	1400	3	69	1025	0	0	1	Petrol
12950	50	45900	110	1	0	1600	5	85	1075	0	0	1	Petrol
10950	47	45850	97	0	0	1400	5	85	1060	0	0	1	Petrol
12500	56	45336	110	1	0	1600	5	85	1080	0	0	1	Petrol
9950	55	44537	97	0	0	1400	3	69	1025	0	0	1	Petrol
10750	56	43700	86	1	0	1300	3	69	1025	0	0	1	Petrol
12500	48	43120	97	1	0	1400	3	69	1030	0	0	1	Petrol
10450	49	41710	110	0	0	1600	3	69	1040	0	0	1	Petrol
10750	52	41700	97	1	0	1400	3	69	1025	0	0	1	Petrol
12950	49	41636	110	1	0	1600	5	19	1105	0	0	1	Petrol
10995	50	41273	97	0	0	1400	5	85	1060	0	0	1	Petrol
11950	49	40836	110	0	1	1600	3	85	1075	0	0	1	Petrol
11250	50	40400	97	1	0	1400	5	85	1060	0	0	1	Petrol
11950	47	40361	110	1	0	1600	5	85	1090	0	0	1	Petrol
13750	54	40325	86	0	0	1300	5	69	1045	0	0	1	Petrol
11000	47	40000	110	0	0	1600	5	85	1080	0	0	1	Petrol
13500	50	39706	110	1	0	1600	5	85	1080	0	0	1	Petrol
10950	54	39291	110	1	0	1600	3	69	1040	0	0	1	Petrol
10750	54	39000	97	0	0	1400	3	69	1025	0	0	1	Petrol
8950	47	38900	97	1	0	1400	3	69	1025	0	0	1	Petrol
12950	51	38403	110	0	0	1600	3	85	1055	0	0	1	Petrol
9750	56	37461	97	0	0	1400	3	69	1025	0	0	1	Petrol
10900	54	37000	97	1	0	1400	3	69	1025	0	0	1	Petrol
10995	55	36406	110	1	0	1600	4	69	1035	0	0	1	Petrol
10750	48	36005	97	1	0	1400	5	85	1065	0	0	1	Petrol
10950	52	36000	110	1	0	1600	5	85	1075	0	0	1	Petrol
13000	49	36000	110	0	0	1600	5	85	1080	0	0	1	Petrol
12950	45	36000	110	1	1	1600	3	85	1070	0	0	1	Petrol
11500	52	35823	110	0	0	1600	5	85	1075	0	0	1	Petrol
10950	56	35230	97	0	0	1400	3	69	1025	0	0	1	Petrol
11710	48	35142	110	0	0	1600	3	85	1055	0	0	1	Petrol
9980	49	34890	97	0	0	1400	3	69	1025	0	0	1	Petrol
12250	51	34882	110	1	0	1600	5	85	1075	0	0	1	Petrol
11500	46	34000	110	1	0	1600	5	85	1075	0	0	1	Petrol
11950	56	33998	110	0	0	1600	5	85	1080	0	0	1	Petrol
11500	55	33230	110	0	0	1600	3	69	1050	0	0	1	Petrol
11900	46	33021	110	1	0	1600	5	85	1080	0	0	1	Petrol
11930	49	31999	97	0	0	1400	3	69	1030	0	0	1	Petrol
10500	52	31579	97	0	0	1400	3	69	1025	0	0	1	Petrol
8950	56	31000	97	0	0	1400	3	69	1025	0	0	1	Petrol
10450	46	30806	97	1	0	1400	5	85	1060	0	0	1	Petrol
10500	55	30461	86	1	0	1300	5	69	1050	0	0	1	Petrol
12950	50	29686	110	1	1	1600	3	85	1075	0	0	1	Petrol
9950	55	29650	86	0	0	1300	3	69	1025	0	0	1	Petrol
12900	52	29500	110	1	0	1600	3	85	1055	0	0	1	Petrol
9950	48	28656	97	0	0	1400	3	19	1085	0	0	1	Petrol
9950	55	27500	97	1	0	1400	3	69	1025	0	0	1	Petrol
10950	48	26938	110	1	0	1600	3	69	1040	0	0	1	Petrol
10950	53	26624	97	0	0	1400	5	85	1060	0	0	1	Petrol
9950	47	26221	97	1	0	1400	3	69	1025	0	0	1	Petrol
10950	50	22648	97	1	0	1400	5	85	1060	0	0	1	Petrol
10800	50	22500	97	1	0	1400	3	69	1025	0	0	1	Petrol
10500	56	19313	97	0	0	1400	3	69	1025	0	0	1	Petrol
10450	50	17619	110	0	0	1600	4	69	1030	0	0	1	Petrol
10600	51	17069	97	1	0	1400	3	69	1025	0	0	1	Petrol
10450	48	15000	97	1	0	1400	3	69	1025	0	0	1	Petrol
12950	50	10210	97	0	0	1400	5	85	1065	0	0	1	Petrol
11250	47	5309	110	1	1	1600	3	85	1070	0	0	1	Petrol
7500	50	1	90	1	0	2000	3	64	1260	0	1	0	Diesel
8950	52	31000	97	0	0	1398	3	69	1025	0	0	1	Petrol
6950	58	205000	72	1	0	2000	4	185	1100	0	1	0	Diesel
7900	68	204250	72	0	0	2000	3	185	1115	0	1	0	Diesel
5950	68	194545	86	0	0	1300	4	69	1000	0	0	1	Petrol
7500	59	190900	72	1	0	2000	3	185	1115	0	1	0	Diesel
7500	62	183500	72	1	0	2000	5	185	1140	0	1	0	Diesel
6900	65	176184	72	1	0	2000	3	185	1115	0	1	0	Diesel
5751	67	174833	72	0	0	2000	4	185	1100	0	1	0	Diesel
6950	68	155720	86	1	0	1300	3	69	1015	0	0	1	Petrol
7950	67	155500	110	1	0	1600	5	69	1050	0	0	1	Petrol
7750	59	154783	72	1	0	2000	3	185	1120	0	1	0	Diesel
7950	64	154462	72	1	0	2000	5	185	1135	0	1	0	Diesel
8250	64	150585	110	1	0	1600	3	85	1065	0	0	1	Petrol
6250	67	149000	90	1	0	2000	5	64	1135	0	1	0	Diesel
9500	62	147636	72	0	0	2000	5	185	1135	0	1	0	Diesel
6900	59	144521	72	1	0	2000	5	64	1135	0	1	0	Diesel
8450	64	144000	110	1	0	1600	3	72	1065	1	0	0	CNG
7350	65	140168	72	1	0	2000	3	185	1115	0	1	0	Diesel
8950	68	140000	110	1	0	1600	5	85	1085	0	0	1	Petrol
6900	60	139800	72	0	0	2000	3	185	1115	0	1	0	Diesel
8950	59	137050	110	1	0	1600	3	197	1078	1	0	0	CNG
8750	61	136956	110	0	0	1600	3	85	1065	0	0	1	Petrol
7950	67	135337	110	1	0	1600	5	197	1120	1	0	0	CNG
8950	64	133769	72	1	0	2000	3	185	1120	0	1	0	Diesel
8950	58	133405	72	1	0	2000	5	185	1135	0	1	0	Diesel
8950	65	132807	72	1	0	2000	5	185	1135	0	1	0	Diesel
7950	64	132393	72	0	0	2000	5	185	1135	0	1	0	Diesel
7750	60	130270	110	0	0	1600	3	69	1050	0	0	1	Petrol
7500	59	130000	72	1	0	2000	4	185	1135	0	1	0	Diesel
8950	67	127000	72	1	0	2000	5	185	1135	0	1	0	Diesel
9800	67	126800	72	0	0	2000	5	185	1135	0	1	0	Diesel
9450	66	126452	110	1	0	1600	5	85	1085	0	0	1	Petrol
8950	62	125175	116	0	0	2000	5	185	1150	0	1	0	Diesel
8750	68	125000	72	1	0	2000	3	185	1115	0	1	0	Diesel
10500	61	123000	72	0	0	2000	5	185	1135	0	1	0	Diesel
7995	59	121626	86	0	0	1300	5	69	1050	0	0	1	Petrol
10450	64	120400	110	0	0	1600	5	85	1090	0	0	1	Petrol
9950	66	120000	72	0	0	2000	4	185	1100	0	1	0	Diesel
9950	68	119541	110	0	0	1600	3	85	1055	0	0	1	Petrol
8950	68	119500	110	1	0	1600	5	85	1070	0	0	1	Petrol
7950	68	119289	110	1	0	1600	4	69	1035	0	0	1	Petrol
10950	57	118833	110	0	0	1600	3	85	1065	0	0	1	Petrol
9950	64	118000	72	1	0	2000	5	185	1150	0	1	0	Diesel
8600	68	117955	110	1	1	1600	4	85	1065	0	0	1	Petrol
7250	65	117609	86	0	0	1300	3	69	1015	0	0	1	Petrol
6950	68	117000	72	0	0	2000	3	185	1115	0	1	0	Diesel
8000	64	116000	86	0	0	1300	5	69	1045	0	0	1	Petrol
9950	58	115715	110	0	0	1600	5	85	1070	0	0	1	Petrol
9450	60	115191	110	1	0	1600	4	197	1079	1	0	0	CNG
7950	68	115071	110	1	0	1600	3	85	1055	0	0	1	Petrol
9450	63	115000	110	0	0	1600	3	197	1109	1	0	0	CNG
9950	64	114846	110	1	0	1600	5	85	1075	0	0	1	Petrol
6950	65	114383	90	0	0	2000	3	64	1260	0	1	0	Diesel
8250	59	113700	110	1	0	1600	5	19	1065	0	0	1	Petrol
9950	67	113118	86	1	0	1300	3	69	1020	0	0	1	Petrol
8250	59	112827	86	1	0	1300	5	69	1040	0	0	1	Petrol
9950	68	112116	110	1	0	1600	5	85	1070	0	0	1	Petrol
10500	66	112000	110	1	0	1600	3	85	1065	0	0	1	Petrol
7950	62	112000	72	0	0	2000	4	64	1135	0	1	0	Diesel
9750	65	111769	110	0	0	1600	3	85	1065	0	0	1	Petrol
9250	61	110853	110	1	0	1600	5	85	1070	0	0	1	Petrol
9500	68	110287	110	1	0	1600	3	69	1050	0	0	1	Petrol
9950	62	109547	110	0	0	1600	5	85	1075	0	0	1	Petrol
7750	63	109230	110	0	0	1600	3	69	1050	0	0	1	Petrol
9500	68	109150	110	0	0	1600	5	85	1075	0	0	1	Petrol
9950	67	108793	110	1	0	1600	4	69	1035	0	0	1	Petrol
9750	64	106784	110	0	1	1600	3	19	1050	0	0	1	Petrol
9750	58	105942	86	0	0	1300	5	69	1040	0	0	1	Petrol
5950	59	105000	86	1	0	1300	3	19	1015	0	0	1	Petrol
8500	62	105000	86	0	0	1300	5	69	1040	0	0	1	Petrol
8495	68	104299	110	1	0	1600	5	85	1085	0	0	1	Petrol
9250	67	104000	86	0	0	1300	3	69	1020	0	0	1	Petrol
6900	68	104000	86	1	0	1300	3	19	1015	0	0	1	Petrol
8950	58	103458	86	1	0	1300	3	69	1025	0	0	1	Petrol
9500	63	103400	110	1	0	1600	5	85	1075	0	0	1	Petrol
9250	63	102807	86	0	0	1300	5	85	1055	0	0	1	Petrol
9895	68	102494	110	0	0	1600	5	85	1090	0	0	1	Petrol
9950	57	102300	72	1	0	2000	5	185	1135	0	1	0	Diesel
7950	61	102106	110	0	0	1600	3	69	1050	0	0	1	Petrol
8750	68	101889	110	1	0	1600	5	85	1075	0	0	1	Petrol
8250	57	101791	72	0	0	2000	3	185	1115	0	1	0	Diesel
8950	63	101469	110	1	0	1600	3	85	1065	0	0	1	Petrol
8950	68	101001	110	0	0	1600	5	85	1075	0	0	1	Petrol
8950	61	100748	110	0	0	1600	5	85	1070	0	0	1	Petrol
8950	65	100550	110	1	0	1600	5	85	1075	0	0	1	Petrol
9450	67	99781	110	1	0	1600	5	85	1085	0	0	1	Petrol
8950	59	98658	86	1	0	1300	3	69	1020	0	0	1	Petrol
9250	65	98500	110	1	0	1600	5	85	1075	0	0	1	Petrol
8750	64	98291	86	0	0	1300	4	69	1000	0	0	1	Petrol
9950	61	97648	110	1	0	1600	3	85	1065	0	0	1	Petrol
9950	61	97425	110	1	0	1600	5	85	1075	0	0	1	Petrol
9900	65	97173	86	0	0	1300	3	69	1015	0	0	1	Petrol
8950	66	97046	86	1	0	1300	4	69	1000	0	0	1	Petrol
8950	67	96000	110	1	0	1600	3	69	1050	0	0	1	Petrol
12250	60	96000	72	0	0	2000	4	185	1100	0	1	0	Diesel
9250	67	95750	110	1	0	1600	5	85	1070	0	0	1	Petrol
10250	61	95147	110	1	0	1600	3	85	1050	0	0	1	Petrol
8950	68	95000	110	0	0	1600	3	69	1050	0	0	1	Petrol
7999	65	95000	110	1	0	1600	3	69	1050	0	0	1	Petrol
9900	66	94606	110	0	0	1600	3	85	1065	0	0	1	Petrol
8250	63	94504	86	1	0	1300	4	69	1000	0	0	1	Petrol
10500	65	93428	110	1	0	1600	5	85	1075	0	0	1	Petrol
8450	65	93408	86	0	0	1300	3	69	1015	0	0	1	Petrol
9900	68	93296	110	1	0	1600	5	85	1090	0	0	1	Petrol
10500	62	93098	110	1	0	1600	5	85	1075	0	0	1	Petrol
8500	67	92922	72	1	0	2000	4	185	1100	0	1	0	Diesel
9500	61	92498	110	1	0	1600	3	69	1050	0	0	1	Petrol
9450	65	92226	110	0	0	1600	3	85	1065	0	0	1	Petrol
9900	68	91505	72	0	0	2000	3	185	1115	0	1	0	Diesel
8250	64	91333	110	1	0	1600	3	69	1050	0	0	1	Petrol
8750	65	91246	86	1	0	1300	3	69	1015	0	0	1	Petrol
9500	58	91000	110	1	0	1600	5	85	1075	0	0	1	Petrol
8450	68	90727	110	0	0	1600	3	69	1050	0	0	1	Petrol
8490	62	90000	110	0	0	1600	3	69	1050	0	0	1	Petrol
8750	60	89576	110	0	0	1600	4	69	1035	0	0	1	Petrol
9750	64	89145	86	1	0	1300	3	69	1025	0	0	1	Petrol
9950	63	89000	110	1	0	1600	5	85	1085	0	0	1	Petrol
8500	68	88807	110	0	0	1600	3	69	1050	0	0	1	Petrol
8450	63	88685	110	0	0	1600	5	85	1070	0	0	1	Petrol
7900	62	88667	110	1	0	1600	4	69	1040	0	0	1	Petrol
8750	57	88480	110	1	0	1600	3	69	1050	0	0	1	Petrol
7950	61	88127	86	0	0	1300	3	69	1015	0	0	1	Petrol
6900	62	88000	86	0	0	1300	3	69	1020	0	0	1	Petrol
8150	65	87821	86	1	0	1300	3	69	1015	0	0	1	Petrol
10995	59	87654	86	1	1	1300	5	85	1065	0	0	1	Petrol
8900	59	86888	110	1	0	1600	3	69	1050	0	0	1	Petrol
9500	59	86871	86	1	0	1300	5	69	1040	0	0	1	Petrol
8950	68	86714	110	1	0	1600	4	69	1035	0	0	1	Petrol
11500	65	85889	110	0	0	1600	3	85	1065	0	0	1	Petrol
10450	62	85000	110	1	0	1600	3	69	1050	0	0	1	Petrol
10500	60	85000	86	1	0	1300	3	69	1025	0	0	1	Petrol
9250	68	84976	110	1	0	1600	4	69	1035	0	0	1	Petrol
10950	65	84558	110	1	0	1600	5	19	1120	0	0	1	Petrol
10450	62	84549	110	0	0	1600	5	85	1075	0	0	1	Petrol
9250	68	84482	110	1	0	1600	5	85	1075	0	0	1	Petrol
8750	62	83908	110	1	0	1600	5	85	1070	0	0	1	Petrol
8750	67	83560	86	0	0	1300	3	69	1015	0	0	1	Petrol
9800	68	83000	107	1	1	1600	5	85	1100	0	0	1	Petrol
8250	64	82723	86	0	0	1300	3	69	1015	0	0	1	Petrol
10450	62	82421	110	1	0	1600	3	85	1065	0	0	1	Petrol
9750	58	82254	110	0	0	1600	5	69	1050	0	0	1	Petrol
8950	61	82115	110	1	0	1600	3	85	1055	0	0	1	Petrol
7450	65	82000	86	1	0	1300	3	69	1015	0	0	1	Petrol
8450	68	81965	86	1	0	1300	5	69	1035	0	0	1	Petrol
8250	66	81250	110	0	0	1600	3	19	1050	0	0	1	Petrol
10950	65	81192	110	1	0	1600	3	85	1065	0	0	1	Petrol
8950	61	81170	110	1	0	1600	4	69	1040	0	0	1	Petrol
8750	66	81083	86	0	0	1300	3	69	1015	0	0	1	Petrol
10450	61	80714	110	1	0	1600	5	85	1075	0	0	1	Petrol
10950	57	80470	110	0	0	1600	5	85	1085	0	0	1	Petrol
8450	65	80439	110	1	0	1600	4	69	1035	0	0	1	Petrol
9950	59	80430	110	1	0	1600	3	85	1065	0	0	1	Petrol
9950	68	80426	110	1	0	1600	3	85	1055	0	0	1	Petrol
8750	62	80265	86	0	0	1300	3	69	1015	0	0	1	Petrol
9950	65	80153	110	0	0	1600	5	85	1070	0	0	1	Petrol
9500	68	80121	110	0	0	1600	5	85	1070	0	0	1	Petrol
8250	65	80086	110	1	0	1600	4	69	1035	0	0	1	Petrol
10950	62	80000	110	0	0	1600	5	85	1075	0	0	1	Petrol
7950	60	80000	86	0	0	1300	5	19	1015	0	0	1	Petrol
8250	65	80000	86	1	0	1300	2	19	1015	0	0	1	Petrol
9895	67	79858	110	1	0	1600	4	69	1040	0	0	1	Petrol
9130	67	79762	86	1	0	1300	3	69	1015	0	0	1	Petrol
10950	59	79660	86	0	1	1300	5	85	1065	0	0	1	Petrol
10500	60	79150	110	1	0	1600	5	85	1075	0	0	1	Petrol
8900	61	79000	110	1	0	1600	3	69	1050	0	0	1	Petrol
9500	57	78955	86	1	0	1300	5	69	1045	0	0	1	Petrol
10950	59	78750	90	1	0	1975	5	210	1155	0	1	0	Diesel
7950	68	78521	86	0	0	1300	3	69	1015	0	0	1	Petrol
7950	64	78356	86	1	0	1300	3	69	1015	0	0	1	Petrol
7950	65	78076	86	1	0	1300	3	69	1015	0	0	1	Petrol
9500	61	78063	107	1	1	1600	5	85	1100	0	0	1	Petrol
10950	67	77821	110	1	0	1600	5	85	1075	0	0	1	Petrol
9750	68	77695	110	1	0	1600	4	69	1035	0	0	1	Petrol
9750	65	77500	110	1	0	1600	3	69	1050	0	0	1	Petrol
9450	63	77457	110	1	0	1600	3	85	1055	0	0	1	Petrol
8950	68	77029	86	1	0	1300	3	69	1015	0	0	1	Petrol
8950	68	77008	86	1	0	1300	3	69	1015	0	0	1	Petrol
8900	66	76791	110	1	0	1600	5	85	1070	0	0	1	Petrol
9950	61	76700	86	1	0	1300	5	69	1035	0	0	1	Petrol
8750	67	76569	86	1	0	1300	3	69	1020	0	0	1	Petrol
8950	59	76162	110	1	0	1600	5	85	1075	0	0	1	Petrol
8990	65	76155	110	1	0	1600	4	69	1035	0	0	1	Petrol
8950	61	75609	86	1	0	1300	3	69	1015	0	0	1	Petrol
8950	62	75569	72	1	0	2000	3	185	1120	0	1	0	Diesel
9950	67	75429	110	1	0	1600	3	85	1065	0	0	1	Petrol
9900	68	75000	110	1	0	1600	5	85	1075	0	0	1	Petrol
8950	65	75000	86	0	0	1300	3	19	1015	0	0	1	Petrol
8950	62	75000	110	1	0	1600	5	85	1070	0	0	1	Petrol
9500	66	74963	107	0	1	1600	3	85	1085	0	0	1	Petrol
7950	68	74889	86	1	0	1300	3	69	1015	0	0	1	Petrol
